5,21,2.44
5,22,2.39
5,23,1.56
5,24,2.02
5,25,2.93
5,26,2.05
5,27,2.19
5,28,1.9
5,29,1.88
5,30,2.86
5,31,2.35
5,32,2.59
5,33,5.04
5,34,4.24
5,35,2.6
5,36,2.14
5,37,2.19
5,38,2.32
5,39,1.88
6,0,1.15
6,1,0.65
6,2,1.11
6,3,1.32
6,4,1.45
6,5,0.66
6,6,1.11
6,7,1.1
6,8,1.29
6,9,1.35
6,10,1.37
6,11,0.58
6,12,1.43
6,13,1.78
6,14,2.03
6,15,1.99
6,16,2.36
6,17,1.85
6,18,2.63
6,19,2.39
6,20,1.63
6,21,2.08
6,22,1.85
6,23,1.67
6,24,2.94
6,25,2.81
6,26,1.72
6,27,1.74
6,28,1.93
6,29,1.91
6,30,2.19
6,31,1.58
6,32,1.59
6,33,3.15
6,34,3.73
6,35,3.79
6,36,1.88
6,37,1.58
6,38,2.14
6,39,1.92
7,0,1.48
7,1,2.27
7,2,1.18
7,3,1.37
7,4,1.34
7,5,1.47
7,6,1.37
7,7,0.74
7,8,1.29
7,9,0.91
7,10,1.47
7,11,2.12
7,12,0.99
7,13,2.63
7,14,2.98
7,15,1.88
7,16,1.82
7,17,1.97
7,18,2.79
7,19,1.63
7,20,2.91
7,21,1.93
7,22,1.75
7,23,1.87
7,24,2.13
7,25,2.18
7,26,2.04
7,27,1.77
7,28,2.81
7,29,2.35
7,30,1.75
7,31,2.42
7,32,2.22
7,33,3.68
7,34,4.09
7,35,5.11
7,36,2.5
7,37,2.42
7,38,2.73
7,39,1.86
8,0,1.28
8,1,1.32
8,2,1.15
8,3,1.19
8,4,1.06
8,5,1.17
8,6,1.39
8,7,1.43
8,8,1.39
8,9,1.12
8,10,1.18
8,11,2.82
8,12,1.89
8,13,1.77
8,14,2.84
8,15,1.62
8,16,1.52
8,17,1.58
8,18,1.9
8,19,2.86
8,20,2.28
8,21,1.64
8,22,1.82
8,23,2.8
8,24,1.6
8,25,1.77
8,26,2.42
8,27,2.12
8,28,2.23
8,29,1.75
8,30,1.99
8,31,1.59
8,32,2.74
8,33,5.01
8,34,3.46
8,35,3.43
8,36,2.49
8,37,2.06
8,38,2.75
8,39,2.02
9,0,1.15
9,1,1.47
9,2,0.9
9,3,1.26
9,4,1.3
9,5,1.23
9,6,1.47
9,7,1.14
9,8,1.29
9,9,1.44
9,10,1.29
9,11,1.56
9,12,2.44
9,13,2.21
9,14,1.89
9,15,2.89
9,16,1.93
9,17,1.75
9,18,1.76
9,19,2.09
9,20,1.56
9,21,2.79
9,22,1.91
9,23,1.63
9,24,2.19
9,25,2.43
9,26,2.01
9,27,2.6
9,28,2.44
9,29,2.31
9,30,3.03
9,31,2.72
9,32,2.42
9,33,3.47
9,34,4.04
9,35,3.1
9,36,2.05
9,37,2.18
9,38,1.69
9,39,2.36
10,0,1.16
10,1,1.48
10,2,1.25
10,3,1.46
10,4,1.36
10,5,1.3
10,6,1.33
10,7,1.31
10,8,1.42
10,9,1.38
10,10,1.23
10,11,2.91
10,12,2.2
10,13,1.64
10,14,2.09
10,15,1.8
10,16,1.91
10,17,1.61
10,18,2.8
10,19,2.67
10,20,1.69
10,21,1.69
10,22,2.12
10,23,1.52
10,24,2.14
10,25,2.08
10,26,1.62
10,27,2.04
10,28,1.58
10,29,3.76
10,30,3.65
10,31,2.26
10,32,3.98
10,33,3.16
10,34,3.35
10,35,3.73
10,36,1.55
10,37,1.78
10,38,1.53
10,39,1.72
11,0,1.01
11,1,1.17
11,2,1.44
11,3,1.22
11,4,1.46
11,5,1.11
11,6,1.23
11,7,1.46
11,8,2.05
11,9,1.24
11,10,0.53
11,11,1.85
11,12,2.1
11,13,1.77
11,14,2.66
11,15,1.6
11,16,1.55
11,17,1.62
11,18,1.51
11,19,2.86
11,20,1.88
11,21,2.13
11,22,1.93
11,23,2.1
11,24,2.44
11,25,2.07
11,26,2.17
11,27,1.96
11,28,2.2
11,29,4.84
11,30,3.46
11,31,1.92
11,32,3.66
11,33,3.06
11,34,3.19
11,35,3.91
11,36,1.6
11,37,2.91
11,38,2.05
11,39,1.54
12,0,1.33
12,1,1.36
12,2,0.79
12,3,1.28
12,4,0.57
12,5,1.51
12,6,1.14
12,7,0.88
12,8,2.24
12,9,1.18
12,10,0.95
12,11,2.75
12,12,1.72
12,13,1.79
12,14,2.27
12,15,2.81
12,16,1.69
12,17,1.78
12,18,2.93
12,19,2.19
12,20,2.39
12,21,1.71
12,22,2.66
12,23,2.44
12,24,2.79
12,25,1.68
12,26,1.75
12,27,1.88
12,28,1.64
12,29,3.12
12,30,3.88
12,31,3.74
12,32,3.7
12,33,3.5
12,34,4.06
12,35,3.01
12,36,2.65
12,37,1.97
12,38,2.78
12,39,2.86
13,0,1.33
13,1,1.34
13,2,0.74
13,3,1.38
13,4,1.37
13,5,2.06
13,6,0.66
13,7,1.25
13,8,2.71
13,9,1.72
13,10,1.04
13,11,1.64
13,12,1.64
13,13,1.7
13,14,2.38
13,15,2.87
13,16,2.22
13,17,2.41
13,18,2.91
13,19,1.81
13,20,2.02
13,21,1.53
13,22,2.44
13,23,1.93
13,24,1.91
13,25,1.94
13,26,2.04
13,27,2.51
13,28,2.22
13,29,3.24
13,30,4.79
13,31,3.16
13,32,3.55
13,33,4.1
13,34,4.83
13,35,3.01
13,36,3.46
13,37,2.54
13,38,2.58
13,39,2.35
14,0,1.44
14,1,1.11
14,2,1.12
14,3,1.2
14,4,1.1
14,5,1.67
14,6,1.61
14,7,0.86
14,8,1.51
14,9,2.28
14,10,2.38
14,11,2.88
14,12,2.87
14,13,1.69
14,14,2.61
14,15,2.31
14,16,2.11
14,17,2.79
14,18,2.39
14,19,1.36
14,20,2.26
14,21,1.75
14,22,2.11
14,23,2.17
14,24,2.13
14,25,2.15
14,26,3.63
14,27,1.84
14,28,4.81
14,29,3.69
14,30,3
14,31,3
14,32,3.88
14,33,6.17
14,34,3.21
14,35,4.05
14,36,3.35
14,37,1.52
14,38,1.91
14,39,2.43
15,0,1.48
15,1,0.95
15,2,2.84
15,3,1.27
15,4,1.11
15,5,1.56
15,6,2.82
15,7,1.52
15,8,1.9
15,9,1.68
15,10,2.23
15,11,2.02
15,12,2.63
15,13,2.18
15,14,2.03
15,15,1.56
15,16,2.48
15,17,1.67
15,18,1.7
15,19,1.87
15,20,2.25
15,21,1.53
15,22,1.98
15,23,2.61
15,24,1.69
15,25,3.93
15,26,3.08
15,27,2.51
15,28,3.82
15,29,3.04
15,30,3.81
15,31,5.35
15,32,3.27
15,33,3.02
15,34,3.01
15,35,3.94
15,36,4.88
15,37,1.97
15,38,1.51
15,39,2.77
16,0,0.97
16,1,1.21
16,2,1.57
16,3,1.14
16,4,2.39
16,5,2.49
16,6,1.84
16,7,2.08
16,8,2.86
16,9,2.2
16,10,2.55
16,11,1.77
16,12,1.91
16,13,2.76
16,14,2.85
16,15,1.93
16,16,1.9
16,17,2.97
16,18,2.44
16,19,2.9
16,20,2.22
16,21,2.49
16,22,2.16
16,23,2.38
16,24,2.38
16,25,3.12
16,26,3.27
16,27,2.18
16,28,3.2
16,29,3.23
16,30,3.41
16,31,3.15
16,32,3.28
16,33,3.63
16,34,3.71
16,35,3.03
16,36,3
16,37,1.8
16,38,2.29
16,39,1.8
17,0,1.38
17,1,1.09
17,2,2.28
17,3,0.92
17,4,1.91
17,5,1.61
17,6,1.95
17,7,2.11
17,8,2.11
17,9,1.53
17,10,2.79
17,11,2.1
17,12,1.7
17,13,2.6
17,14,2.86
17,15,2.27
17,16,2.03
17,17,1.54
17,18,2.42
17,19,1.87
17,20,2.22
17,21,1.53
17,22,2.83
17,23,2.14
17,24,3.37
17,25,3.5
17,26,3.85
17,27,3.92
17,28,3.75
17,29,3.6
17,30,3.05
17,31,4.25
17,32,6.66
17,33,3.58
17,34,3.02
17,35,3.02
17,36,3.26
17,37,2.85
17,38,2.48
17,39,1.82
18,0,2.65
18,1,1.43
18,2,2.94
18,3,1.95
18,4,2.08
18,5,2.13
18,6,1.93
18,7,2.1
18,8,1.67
18,9,2.08
18,10,2.92
18,11,2.26
18,12,2.21
18,13,1.7
18,14,2.64
18,15,1.98
18,16,2.38
18,17,2.12
18,18,2.1
18,19,1.6
18,20,1.77
18,21,2.35
18,22,1.53
18,23,2.06
18,24,3.14
18,25,4.18
18,26,3.72
18,27,3.71
18,28,3.74
18,29,4.41
18,30,3.27
18,31,3.17
18,32,4.59
18,33,3.43
18,34,3.44
18,35,4.38
18,36,3.45
18,37,1.55
18,38,2.31
18,39,2.23
19,0,2.85
19,1,1.67
19,2,2.68
19,3,2.9
19,4,2.34
19,5,2.73
19,6,2.47
19,7,2.69
19,8,2.18
19,9,2.25
19,10,2.53
19,11,2.97
19,12,2.11
19,13,2.06
19,14,2.03
19,15,1.69
19,16,2.62
19,17,1.78
19,18,1.73
19,19,2.52
19,20,2.95
19,21,1.7
19,22,1.74
19,23,1.98
19,24,3.13
19,25,3.82
19,26,3.15
19,27,3.18
19,28,3.19
19,29,3.13
19,30,3.06
19,31,3.14
19,32,3.59
19,33,3.08
19,34,3.02
19,35,3.06
19,36,3.56
19,37,3.92
19,38,2.27
19,39,2.68
20,0,1.7
20,1,1.74
20,2,2.97
20,3,2.28
20,4,1.91
20,5,1.78
20,6,2.51
20,7,2.05
20,8,2.34
20,9,1.7
20,10,1.8
20,11,1.72
20,12,1.82
20,13,1.81
20,14,1.91
20,15,1.8
20,16,2.12
20,17,1.68
20,18,1.7
20,19,2.36
20,20,1.98
20,21,2.62
20,22,2.09
20,23,2.3
20,24,3.32
20,25,3.48
20,26,3.45
20,27,3.06
20,28,3.02
20,29,3.8
20,30,5.45
20,31,4
20,32,3.44
20,33,3.52
20,34,3.39
20,35,4.9
20,36,3.11
20,37,3.75
20,38,2.37
20,39,2.04
21,0,2.58
21,1,2.59
21,2,2.26
21,3,1.6
21,4,1.52
21,5,1.6
21,6,1.74
21,7,2.08
21,8,2.21
21,9,2.77
21,10,2.49
21,11,1.93
21,12,1.91
21,13,2.6
21,14,2.15
21,15,2.97
21,16,2.2
21,17,1.88
21,18,1.86
21,19,1.59
21,20,1.57
21,21,2.04
21,22,2.6
21,23,2.59
21,24,3.15
21,25,3.3
21,26,3.34
21,27,4.74
21,28,3.02
21,29,3.5
21,30,3.73
21,31,3.26
21,32,3.07
21,33,4.3
21,34,3.05
21,35,3.46
21,36,3.96
21,37,3.1
21,38,2.32
21,39,2.85
22,0,1.55
22,1,2.34
22,2,1.52
22,3,2.12
22,4,2.49
22,5,2.78
22,6,1.91
22,7,1.66
22,8,1.75
22,9,2.42
22,10,2.09
22,11,2.83
22,12,2
22,13,2.07
22,14,1.67
22,15,2.07
22,16,1.69
22,17,2.5
22,18,1.54
22,19,2.18
22,20,2.04
22,21,2.08
22,22,2.44
22,23,1.73
22,24,3.93
22,25,3.27
22,26,3
22,27,3.44
22,28,3.01
22,29,3.43
22,30,3.1
22,31,3
22,32,4.04
22,33,3.03
22,34,3.36
22,35,3.16
22,36,3.82
22,37,4.95
22,38,1.69
22,39,1.58
23,0,2.71
23,1,2.55
23,2,2.8
23,3,1.87
23,4,2.3
23,5,2.86
23,6,2.74
23,7,2.95
23,8,2.13
23,9,1.71
23,10,1.65
23,11,2
23,12,2.71
23,13,2.14
23,14,2.17
23,15,2.08
23,16,2.03
23,17,2.85
23,18,1.62
23,19,2.46
23,20,1.67
23,21,1.79
23,22,2.04
23,23,1.65
23,24,3.25
23,25,3.03
23,26,3.06
23,27,4.24
23,28,3.69
23,29,3.35
23,30,4.44
23,31,3.59
23,32,3.34
23,33,3.22
23,34,3.16
23,35,3.06
23,36,3.49
23,37,4.3
23,38,2.87
23,39,1.66
